invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-002265,JetBrains s.r.o.,software,10019.17,2025-04-14,2025-04-29,PO-99678,CC-100,kvarga,0,
INV-002266,KPMG Česká republika,consulting,91524.04,2025-01-14,2025-02-22,PO-85273,CC-331,kvarga,0,
INV-002267,Microsoft Ireland Operations,cloud,62892.54,2025-04-17,2025-05-19,PO-91060,CC-277,tklimes,0,
INV-002268,Alza.cz a.s.,office_supply,7412.45,2025-11-21,2025-12-20,PO-83524,CC-311,jnovak,0,
INV-002269,T-Mobile Czech Republic,telecom,7928.41,2025-06-19,2025-07-23,PO-27983,CC-324,kvarga,0,
INV-002270,JetBrains s.r.o.,software,6877.75,2025-01-21,2025-02-28,PO-11955,CC-130,msrnec,0,
INV-002271,ČEZ Distribuce a.s.,utilities,41610.21,2025-04-10,2025-05-15,PO-15988,CC-320,ldvorak,0,
INV-002272,Lagardère Travel Retail,travel,5320.67,2025-09-12,2025-10-09,PO-44391,CC-120,msrnec,0,
INV-002273,DHL Express,logistics,12894.04,2025-02-17,2025-03-05,,CC-314,msrnec,0,
INV-002274,T-Mobile Czech Republic,telecom,9850.04,2025-11-28,2025-12-19,PO-64037,CC-215,jnovak,0,
INV-002275,Manpower Group s.r.o.,hr_services,111218.63,2025-02-11,2025-03-01,PO-14102,CC-213,msrnec,0,
INV-002276,Deloitte Advisory s.r.o.,consulting,77090.58,2025-06-04,2025-06-18,PO-37846,CC-269,jnovak,0,
INV-002277,DHL Express,logistics,21468.08,2025-08-06,2025-09-10,PO-41269,CC-234,tklimes,0,
INV-002278,Deloitte Advisory s.r.o.,consulting,112875.75,2025-12-16,2026-01-19,PO-88770,CC-355,tklimes,0,
INV-002279,KPMG Česká republika,consulting,81219.03,2025-03-12,2025-04-20,PO-44963,CC-226,msrnec,0,
INV-002280,Makro Cash & Carry,catering,4516.24,2025-03-14,2025-04-23,PO-19307,CC-345,tklimes,0,
INV-002281,O2 Czech Republic,telecom,12868.9,2025-12-31,2026-01-22,PO-12375,CC-169,ldvorak,0,
INV-002282,Lagardère Travel Retail,travel,16074.06,2025-07-17,2025-08-28,PO-10332,CC-366,ldvorak,0,
INV-002283,Red Hat Czech s.r.o.,software,103567.61,2025-07-21,2025-08-23,PO-29056,CC-303,msrnec,0,
INV-002284,Makro Cash & Carry,catering,9750.3,2025-12-23,2026-01-09,PO-44791,CC-374,kvarga,0,
INV-002285,Engie Services a.s.,facility,27282.45,2025-05-19,2025-06-09,PO-41919,CC-301,tklimes,0,
INV-002286,DHL Express,logistics,8685.65,2025-10-02,2025-10-29,PO-49165,CC-126,tklimes,0,
INV-002287,O2 Czech Republic,telecom,9431.92,2025-09-15,2025-10-24,PO-68817,CC-224,kvarga,0,
INV-002288,Kinstellar s.r.o.,legal,75312.19,2025-05-07,2025-06-05,PO-38166,CC-248,kvarga,0,
INV-002289,Havel & Partners,legal,84238.52,2025-05-27,2025-06-14,PO-95049,CC-115,jnovak,0,
INV-002290,Alza.cz a.s.,office_supply,3276.76,2025-01-29,2025-03-09,PO-61501,CC-242,tklimes,0,
INV-002291,Engie Services a.s.,facility,31072.85,2025-08-12,2025-09-17,PO-88639,CC-216,msrnec,0,
INV-002292,Makro Cash & Carry,catering,1260.41,2025-12-08,2026-01-17,PO-95471,CC-326,jnovak,0,
INV-002293,Booking.com,travel,6644.7,2025-04-25,2025-05-29,PO-48875,CC-337,msrnec,0,
INV-002294,Havel & Partners,legal,88641.75,2025-10-31,2025-12-04,PO-98099,CC-217,ldvorak,0,
INV-002295,Microsoft Ireland Operations,cloud,39871.42,2025-06-03,2025-06-24,PO-63909,CC-168,tklimes,0,
INV-002296,Booking.com,travel,14905.51,2025-04-16,2025-05-20,PO-83804,CC-310,jnovak,0,
INV-002297,Pražská plynárenská a.s.,utilities,26740.1,2025-02-25,2025-04-01,PO-81833,CC-266,msrnec,0,
INV-002298,Deloitte Advisory s.r.o.,consulting,85290.59,2025-02-27,2025-03-17,PO-51544,CC-221,ldvorak,0,
INV-002299,Grafton Recruitment,hr_services,100284.0,2025-12-19,2026-01-23,PO-83207,CC-358,kvarga,1,duplicate
INV-002300,Google Cloud EMEA,cloud,34913.36,2025-04-14,2025-05-03,PO-54492,CC-258,ldvorak,0,
INV-002301,Office Depot s.r.o.,office_supply,5682.43,2025-08-08,2025-08-22,PO-42157,CC-343,msrnec,0,
INV-002302,Deloitte Advisory s.r.o.,consulting,58072.49,2025-03-13,2025-03-31,PO-64312,CC-184,kvarga,0,
INV-002303,Manpower Group s.r.o.,hr_services,138574.62,2025-07-02,2025-07-29,PO-51307,CC-349,msrnec,0,
INV-002304,ČEZ Distribuce a.s.,utilities,44220.31,2025-11-26,2026-01-06,PO-91131,CC-356,jnovak,0,
INV-002305,ČSA a.s.,travel,25835.11,2025-11-28,2026-01-09,PO-89237,CC-215,kvarga,0,
INV-002306,Manpower Group s.r.o.,hr_services,104687.18,2025-07-11,2025-08-01,PO-80192,CC-344,ldvorak,0,
INV-002307,JetBrains s.r.o.,software,10718.89,2025-02-26,2025-04-08,PO-38024,CC-111,tklimes,0,
INV-002308,ČSA a.s.,travel,34552.42,2025-05-07,2025-06-15,PO-26254,CC-327,tklimes,0,
INV-002309,Makro Cash & Carry,catering,11829.09,2025-01-13,2025-01-27,PO-19866,CC-248,kvarga,0,
INV-002310,T-Mobile Czech Republic,telecom,11073.2,2025-07-03,2025-08-11,PO-89863,CC-172,kvarga,0,
INV-002311,DHL Express,logistics,25396.95,2025-03-18,2025-04-16,PO-82988,CC-203,tklimes,0,
INV-002312,Engie Services a.s.,facility,39103.33,2025-06-26,2025-08-08,PO-64726,CC-381,jnovak,0,
INV-002313,PPL CZ s.r.o.,logistics,10913.69,2025-06-09,2025-06-28,PO-56574,CC-359,tklimes,0,
INV-002314,DHL Express,logistics,10310.04,2025-09-15,2025-10-16,PO-46451,CC-360,tklimes,0,
INV-002315,ČSA a.s.,travel,20908.92,2025-05-28,2025-07-10,PO-68054,CC-323,ldvorak,0,
INV-002316,JetBrains s.r.o.,software,4729.32,2025-07-28,2025-09-10,PO-32084,CC-399,jnovak,0,
INV-002317,Kinstellar s.r.o.,legal,25868.54,2025-03-13,2025-04-09,PO-27832,CC-338,tklimes,0,
INV-002318,O2 Czech Republic,telecom,7188.06,2025-05-09,2025-06-06,PO-96719,CC-313,kvarga,0,
INV-002319,Alza.cz a.s.,office_supply,1621.75,2025-05-12,2025-06-17,PO-14136,CC-244,msrnec,0,
INV-002320,Booking.com,travel,3546.35,2025-05-16,2025-06-04,PO-20036,CC-274,ldvorak,0,
INV-002321,Grafton Recruitment,hr_services,132019.56,2025-01-13,2025-01-30,PO-32005,CC-253,jnovak,0,
INV-002322,JetBrains s.r.o.,software,9179.85,2025-07-03,2025-07-28,PO-36488,CC-168,ldvorak,0,
INV-002323,AWS EMEA SARL,cloud,27103.17,2025-10-13,2025-11-04,PO-31418,CC-298,kvarga,0,
INV-002324,Office Depot s.r.o.,office_supply,7392.7,2025-07-22,2025-08-14,PO-84680,CC-388,msrnec,0,
INV-002325,Makro Cash & Carry,catering,10755.4,2025-10-22,2025-11-19,PO-56470,CC-372,kvarga,0,
INV-002326,T-Mobile Czech Republic,telecom,9312.0,2025-04-01,2025-05-07,PO-11746,CC-219,tklimes,0,
INV-002327,Engie Services a.s.,facility,30185.22,2025-10-22,2025-12-01,PO-32633,CC-273,msrnec,0,
INV-002328,Lagardère Travel Retail,travel,17554.67,2025-12-15,2026-01-12,PO-53403,CC-306,msrnec,0,
INV-002329,O2 Czech Republic,telecom,8006.43,2025-12-12,2026-01-13,PO-31577,CC-153,kvarga,0,
INV-002330,PPL CZ s.r.o.,logistics,7311.81,2025-03-07,2025-03-26,,CC-189,msrnec,0,
INV-002331,ČEZ Distribuce a.s.,utilities,41134.73,2025-10-20,2025-11-08,PO-12526,CC-120,jnovak,0,
INV-002332,Red Hat Czech s.r.o.,software,200000.0,2025-02-27,2025-04-01,PO-21915,CC-125,tklimes,1,round_sum
INV-002333,Red Hat Czech s.r.o.,software,109280.8,2025-12-09,2026-01-21,PO-36428,CC-112,ldvorak,0,
INV-002334,PPL CZ s.r.o.,logistics,7655.61,2025-04-23,2025-05-09,PO-99736,CC-340,msrnec,0,
INV-002335,Havel & Partners,legal,59253.72,2025-12-15,2025-12-30,,CC-214,ldvorak,0,
INV-002336,Deloitte Advisory s.r.o.,consulting,96238.95,2025-01-06,2025-01-22,PO-52944,CC-367,tklimes,0,
INV-002337,PPL CZ s.r.o.,logistics,8057.51,2025-12-02,2025-12-29,PO-59348,CC-128,jnovak,0,
INV-002338,AWS EMEA SARL,cloud,41303.12,2025-04-11,2025-05-15,PO-74034,CC-226,jnovak,0,
INV-002339,Havel & Partners,legal,60721.53,2025-10-16,2025-11-17,PO-47810,CC-265,ldvorak,0,
INV-002340,Havel & Partners,legal,45871.27,2025-07-16,2025-07-31,PO-10526,CC-254,ldvorak,0,
INV-002341,Kinstellar s.r.o.,legal,76121.63,2025-11-19,2025-12-12,PO-40094,CC-296,ldvorak,0,
INV-002342,Deloitte Advisory s.r.o.,consulting,123144.43,2025-08-19,2025-09-08,PO-33608,CC-203,jnovak,0,
INV-002343,Manpower Group s.r.o.,hr_services,118140.53,2025-11-05,2025-12-05,PO-59934,CC-303,kvarga,0,
INV-002344,Grafton Recruitment,hr_services,115965.78,2025-10-30,2025-12-04,PO-41537,CC-288,jnovak,0,
INV-002345,Manpower Group s.r.o.,hr_services,87886.83,2025-06-02,2025-06-23,PO-71931,CC-378,tklimes,0,
INV-002346,PwC Česká republika,consulting,98774.05,2025-12-03,2025-12-18,,CC-241,jnovak,0,
INV-002347,Pražská plynárenská a.s.,utilities,20349.04,2025-07-22,2025-08-05,PO-96682,CC-290,jnovak,0,
INV-002348,Lagardère Travel Retail,travel,6381.74,2025-07-02,2025-07-27,PO-80340,CC-293,kvarga,0,
INV-002349,JetBrains s.r.o.,software,7414.12,2025-07-09,2025-08-20,PO-34115,CC-187,kvarga,0,
INV-002350,PPL CZ s.r.o.,logistics,8058.73,2025-12-16,2026-01-22,PO-47992,CC-121,msrnec,0,
INV-002351,Booking.com,travel,4984.69,2025-06-23,2025-08-06,PO-76832,CC-364,msrnec,0,
INV-002352,Office Depot s.r.o.,office_supply,5180.5,2025-12-03,2025-12-30,PO-71421,CC-115,ldvorak,0,
INV-002353,Deloitte Advisory s.r.o.,consulting,91003.18,2025-06-18,2025-07-05,PO-22663,CC-104,ldvorak,0,
INV-002354,Deloitte Advisory s.r.o.,consulting,113842.36,2025-09-29,2025-11-04,PO-55204,CC-240,ldvorak,0,
INV-002355,Office Depot s.r.o.,office_supply,3330.14,2025-02-05,2025-03-06,,CC-341,kvarga,0,
INV-002356,Office Depot s.r.o.,office_supply,4256.82,2025-02-24,2025-04-08,PO-79770,CC-381,tklimes,0,
INV-002357,Kinstellar s.r.o.,legal,61362.18,2025-10-02,2025-10-16,PO-52249,CC-371,kvarga,0,
INV-002358,PPL CZ s.r.o.,logistics,9205.47,2025-09-02,2025-10-10,PO-97013,CC-247,tklimes,0,
INV-002359,Makro Cash & Carry,catering,9498.8,2025-01-03,2025-02-15,PO-26331,CC-379,tklimes,0,
INV-002360,KPMG Česká republika,consulting,68670.33,2025-08-21,2025-09-07,PO-18603,CC-340,jnovak,0,
INV-002361,T-Mobile Czech Republic,telecom,9451.61,2025-02-27,2025-03-26,PO-47164,CC-178,ldvorak,0,
INV-002362,Lagardère Travel Retail,travel,7922.45,2025-08-06,2025-09-02,PO-48880,CC-153,msrnec,0,
INV-002363,Red Hat Czech s.r.o.,software,89402.84,2025-06-02,2025-06-29,PO-23198,CC-320,ldvorak,0,
INV-002364,KPMG Česká republika,consulting,73152.1,2025-05-26,2025-06-30,,CC-202,tklimes,0,
INV-002365,Booking.com,travel,10020.44,2025-08-14,2025-09-12,PO-99338,CC-100,msrnec,0,
INV-002366,Alza.cz a.s.,office_supply,5803.21,2025-08-07,2025-08-22,PO-38736,CC-173,jnovak,0,
INV-002367,O2 Czech Republic,telecom,12080.79,2025-09-19,2025-10-09,PO-27562,CC-267,jnovak,0,
INV-002368,ČEZ Distribuce a.s.,utilities,52294.97,2025-11-04,2025-11-24,PO-72184,CC-205,msrnec,0,
INV-002369,PPL CZ s.r.o.,logistics,7391.99,2025-04-02,2025-05-13,PO-48346,CC-328,kvarga,0,
INV-002370,Red Hat Czech s.r.o.,software,85573.44,2025-07-03,2025-08-08,PO-16111,CC-215,ldvorak,0,
INV-002371,DHL Express,logistics,17954.82,2025-05-23,2025-06-15,PO-13111,CC-143,ldvorak,0,
INV-002372,PPL CZ s.r.o.,logistics,5313.74,2025-10-06,2025-10-30,PO-22616,CC-193,tklimes,0,
INV-002373,Kinstellar s.r.o.,legal,59694.51,2025-09-09,2025-10-18,PO-26447,CC-232,tklimes,0,
INV-002374,Booking.com,travel,12070.03,2025-10-17,2025-11-09,PO-33984,CC-311,tklimes,0,
INV-002375,PwC Česká republika,consulting,89505.3,2025-11-19,2025-12-29,PO-31190,CC-391,ldvorak,0,
INV-002376,DHL Express,logistics,11964.37,2025-04-22,2025-05-15,PO-99777,CC-150,jnovak,0,
INV-002377,PwC Česká republika,consulting,58484.43,2025-08-20,2025-09-24,PO-92372,CC-154,ldvorak,0,
INV-002378,Lagardère Travel Retail,travel,16628.04,2025-06-06,2025-06-26,PO-99155,CC-277,tklimes,0,
INV-002379,Pražská plynárenská a.s.,utilities,19951.97,2025-01-20,2025-02-22,PO-30887,CC-119,jnovak,0,
INV-002380,Manpower Group s.r.o.,hr_services,83038.41,2025-12-31,2026-02-03,PO-77904,CC-252,msrnec,0,
INV-002381,Google Cloud EMEA,cloud,21425.09,2025-10-03,2025-11-14,,CC-125,tklimes,0,
INV-002382,Deloitte Advisory s.r.o.,consulting,91026.8,2025-03-05,2025-03-21,PO-26983,CC-152,ldvorak,0,
INV-002383,DHL Express,logistics,10910.55,2025-05-23,2025-07-01,PO-92905,CC-255,ldvorak,0,
INV-002384,Lagardère Travel Retail,travel,250397.84,2025-08-11,2025-09-20,,CC-237,msrnec,1,missing_po
INV-002385,KPMG Česká republika,consulting,67555.14,2025-03-07,2025-04-19,PO-45719,CC-189,jnovak,0,
INV-002386,KPMG Česká republika,consulting,50644.54,2025-04-11,2025-05-04,PO-75633,CC-240,jnovak,0,
INV-002387,Kinstellar s.r.o.,legal,48907.56,2025-04-01,2025-05-09,PO-76286,CC-175,kvarga,0,
INV-002388,Lagardère Travel Retail,travel,12811.43,2025-10-13,2025-11-26,PO-48457,CC-208,tklimes,0,
INV-002389,O2 Czech Republic,telecom,9450.6,2025-07-01,2025-07-16,PO-93841,CC-148,kvarga,0,
INV-002390,PwC Česká republika,consulting,110620.08,2025-07-07,2025-08-03,PO-48337,CC-165,tklimes,0,
INV-002391,Havel & Partners,legal,66355.2,2025-08-11,2025-09-06,PO-28484,CC-109,tklimes,0,
INV-002392,ČSA a.s.,travel,36935.56,2025-01-31,2025-03-13,PO-96347,CC-243,kvarga,0,
INV-002393,Office Depot s.r.o.,office_supply,4562.49,2025-04-29,2025-06-12,PO-16662,CC-338,tklimes,0,
INV-002394,PPL CZ s.r.o.,logistics,12309.84,2025-10-04,2025-10-25,,CC-306,msrnec,1,off_hours
INV-002395,PwC Česká republika,consulting,106075.3,2025-02-27,2025-03-16,PO-42543,CC-190,kvarga,0,
INV-002396,Google Cloud EMEA,cloud,44850.96,2025-05-14,2025-06-22,PO-41632,CC-350,tklimes,0,
INV-002397,KPMG Česká republika,consulting,46760.49,2025-05-05,2025-06-08,PO-53645,CC-208,ldvorak,0,
INV-002398,Makro Cash & Carry,catering,13585.2,2025-02-13,2025-03-05,PO-40943,CC-145,kvarga,0,
INV-002399,Pražská plynárenská a.s.,utilities,13322.94,2025-12-31,2026-02-03,PO-73271,CC-118,msrnec,0,
INV-002400,Grafton Recruitment,hr_services,90102.33,2025-01-24,2025-02-11,PO-27560,CC-209,ldvorak,0,
INV-002401,JetBrains s.r.o.,software,10204.48,2025-12-19,2026-01-31,PO-30073,CC-282,kvarga,0,
INV-002402,Manpower Group s.r.o.,hr_services,144774.88,2025-12-23,2026-01-15,PO-51508,CC-162,msrnec,0,
INV-002403,Grafton Recruitment,hr_services,69821.7,2025-02-24,2025-03-29,PO-71527,CC-213,kvarga,0,
INV-002404,O2 Czech Republic,telecom,12971.56,2025-05-22,2025-06-06,PO-53212,CC-206,ldvorak,0,
INV-002405,Booking.com,travel,6971.21,2025-10-10,2025-11-03,PO-68702,CC-202,tklimes,0,
INV-002406,Makro Cash & Carry,catering,10490.3,2025-02-26,2025-03-17,PO-23315,CC-338,tklimes,0,
INV-002407,Kinstellar s.r.o.,legal,56652.32,2025-05-31,2025-06-29,PO-55775,CC-245,msrnec,1,duplicate
INV-002408,T-Mobile Czech Republic,telecom,11012.5,2025-04-22,2025-05-06,PO-82449,CC-159,msrnec,0,
INV-002409,KPMG Česká republika,consulting,72192.55,2025-11-20,2025-12-21,PO-28543,CC-212,msrnec,0,
INV-002410,KPMG Česká republika,consulting,104235.15,2025-04-22,2025-05-17,PO-78374,CC-132,tklimes,0,
INV-002411,Red Hat Czech s.r.o.,software,87926.32,2025-07-11,2025-08-13,PO-33400,CC-102,tklimes,0,
INV-002412,Manpower Group s.r.o.,hr_services,103768.62,2025-10-08,2025-11-07,PO-97810,CC-200,ldvorak,0,
INV-002413,Red Hat Czech s.r.o.,software,123468.41,2025-08-15,2025-09-03,PO-80778,CC-396,ldvorak,0,
INV-002414,T-Mobile Czech Republic,telecom,6936.3,2025-02-07,2025-03-20,PO-11861,CC-303,msrnec,0,
INV-002415,Microsoft Ireland Operations,cloud,26459.32,2025-08-20,2025-10-03,PO-72335,CC-284,jnovak,0,
INV-002416,O2 Czech Republic,telecom,11679.47,2025-03-05,2025-04-08,PO-48527,CC-157,kvarga,0,
INV-002417,ČEZ Distribuce a.s.,utilities,42001.86,2025-12-03,2025-12-25,PO-23119,CC-211,tklimes,0,
INV-002418,T-Mobile Czech Republic,telecom,8838.27,2025-04-11,2025-05-07,PO-40628,CC-188,tklimes,0,
INV-002419,KPMG Česká republika,consulting,73931.37,2025-07-24,2025-08-26,PO-22692,CC-103,kvarga,0,
INV-002420,Kinstellar s.r.o.,legal,48609.15,2025-12-18,2026-01-19,PO-25881,CC-380,ldvorak,0,
INV-002421,Makro Cash & Carry,catering,9183.72,2025-01-02,2025-01-21,PO-23308,CC-186,msrnec,0,
INV-002422,PPL CZ s.r.o.,logistics,5474.36,2025-06-05,2025-06-26,PO-91098,CC-307,jnovak,0,
INV-002423,Kinstellar s.r.o.,legal,27802.56,2025-06-20,2025-07-18,PO-10492,CC-380,ldvorak,0,
INV-002424,Engie Services a.s.,facility,45644.96,2025-12-03,2026-01-14,PO-45801,CC-390,ldvorak,0,
INV-002425,Booking.com,travel,7572.49,2025-07-14,2025-08-23,,CC-168,msrnec,0,
INV-002426,Office Depot s.r.o.,office_supply,50000.0,2025-10-29,2025-12-04,PO-82539,CC-197,msrnec,1,round_sum
INV-002427,Engie Services a.s.,facility,32978.59,2025-05-07,2025-06-03,PO-34889,CC-222,kvarga,0,
INV-002428,PPL CZ s.r.o.,logistics,8172.8,2025-09-08,2025-10-05,PO-86899,CC-330,tklimes,0,
INV-002429,ČEZ Distribuce a.s.,utilities,43074.08,2025-11-11,2025-12-22,PO-57262,CC-126,tklimes,0,
INV-002430,Lagardère Travel Retail,travel,15649.55,2025-12-03,2025-12-29,PO-89973,CC-375,msrnec,0,
INV-002431,Pražská plynárenská a.s.,utilities,23300.59,2025-03-06,2025-03-27,PO-52073,CC-315,msrnec,0,
INV-002432,JetBrains s.r.o.,software,10447.84,2025-07-14,2025-08-16,PO-90702,CC-331,ldvorak,0,
INV-002433,Microsoft Ireland Operations,cloud,49959.84,2025-12-19,2026-01-06,PO-82599,CC-167,jnovak,0,
INV-002434,T-Mobile Czech Republic,telecom,9262.55,2025-02-18,2025-03-07,PO-35447,CC-398,tklimes,0,
INV-002435,DHL Express,logistics,19153.69,2025-01-07,2025-01-27,PO-42862,CC-185,kvarga,0,
INV-002436,Pražská plynárenská a.s.,utilities,20052.69,2025-12-26,2026-02-03,PO-71067,CC-113,jnovak,1,duplicate
INV-002437,O2 Czech Republic,telecom,13446.0,2025-08-13,2025-09-06,PO-29633,CC-178,tklimes,0,
INV-002438,ČEZ Distribuce a.s.,utilities,37868.68,2025-10-13,2025-11-02,PO-55247,CC-170,kvarga,0,
INV-002439,Microsoft Ireland Operations,cloud,34881.09,2025-06-18,2025-07-21,PO-80793,CC-299,tklimes,0,
INV-002440,DHL Express,logistics,18665.83,2025-01-08,2025-02-13,PO-73697,CC-286,msrnec,0,
INV-002441,JetBrains s.r.o.,software,12356.23,2025-02-04,2025-03-08,PO-47113,CC-129,ldvorak,0,
INV-002442,Office Depot s.r.o.,office_supply,4826.06,2025-09-01,2025-09-18,PO-40505,CC-194,tklimes,0,
INV-002443,T-Mobile Czech Republic,telecom,7560.68,2025-07-25,2025-08-24,PO-10001,CC-113,tklimes,0,
INV-002444,Makro Cash & Carry,catering,11808.18,2025-04-02,2025-05-11,PO-93829,CC-352,tklimes,0,
INV-002445,Google Cloud EMEA,cloud,52700.65,2025-02-14,2025-03-11,PO-23773,CC-218,msrnec,0,
INV-002446,Grafton Recruitment,hr_services,120447.85,2025-08-11,2025-09-17,PO-34056,CC-167,jnovak,0,
INV-002447,AWS EMEA SARL,cloud,42786.39,2025-09-19,2025-10-13,PO-45283,CC-370,tklimes,0,
INV-002448,PPL CZ s.r.o.,logistics,5390.91,2025-02-13,2025-03-26,PO-20627,CC-202,jnovak,0,
INV-002449,Google Cloud EMEA,cloud,27727.41,2025-08-19,2025-09-02,PO-40496,CC-177,tklimes,0,
INV-002450,Havel & Partners,legal,82221.18,2025-07-25,2025-09-01,PO-64663,CC-121,msrnec,0,
INV-002451,Engie Services a.s.,facility,25777.93,2025-06-26,2025-08-05,PO-44770,CC-158,ldvorak,0,
INV-002452,PPL CZ s.r.o.,logistics,3047.45,2025-08-19,2025-09-14,,CC-125,msrnec,0,
INV-002453,Engie Services a.s.,facility,30913.06,2025-03-10,2025-04-12,PO-77224,CC-242,kvarga,0,
INV-002454,Havel & Partners,legal,50669.08,2025-05-15,2025-06-11,PO-66925,CC-259,msrnec,0,
INV-002455,Office Depot s.r.o.,office_supply,6875.79,2025-05-15,2025-06-20,PO-68014,CC-281,msrnec,0,
INV-002456,Engie Services a.s.,facility,29590.14,2025-11-21,2025-12-18,PO-72836,CC-362,ldvorak,0,
INV-002457,O2 Czech Republic,telecom,15203.33,2025-06-11,2025-07-18,PO-86296,CC-333,msrnec,0,
INV-002458,DHL Express,logistics,11651.85,2025-04-07,2025-05-08,PO-60024,CC-184,ldvorak,0,
INV-002459,Office Depot s.r.o.,office_supply,3054.6,2025-09-08,2025-10-17,PO-59018,CC-293,msrnec,0,
INV-002460,Kinstellar s.r.o.,legal,82470.22,2025-09-29,2025-10-20,,CC-109,tklimes,0,
INV-002461,PPL CZ s.r.o.,logistics,5454.76,2025-11-13,2025-12-03,PO-15022,CC-284,tklimes,0,
INV-002462,T-Mobile Czech Republic,telecom,10932.78,2025-04-30,2025-06-08,PO-76417,CC-193,kvarga,0,
INV-002463,Manpower Group s.r.o.,hr_services,152044.85,2025-10-06,2025-10-30,PO-33244,CC-140,kvarga,0,
INV-002464,Manpower Group s.r.o.,hr_services,81738.92,2025-08-22,2025-09-27,PO-73714,CC-351,jnovak,0,
INV-002465,Red Hat Czech s.r.o.,software,105072.49,2025-05-12,2025-05-30,PO-68001,CC-305,msrnec,0,
INV-002466,O2 Czech Republic,telecom,13062.56,2025-09-16,2025-10-13,PO-75193,CC-282,msrnec,0,
INV-002467,Google Cloud EMEA,cloud,36379.08,2025-12-02,2026-01-01,PO-95024,CC-360,tklimes,0,
INV-002468,PPL CZ s.r.o.,logistics,8659.56,2025-07-02,2025-07-22,PO-28014,CC-104,jnovak,0,
INV-002469,Pražská plynárenská a.s.,utilities,19688.77,2025-09-01,2025-09-23,PO-46062,CC-310,jnovak,0,
INV-002470,Kinstellar s.r.o.,legal,53445.0,2025-12-08,2026-01-18,PO-97946,CC-268,ldvorak,0,
INV-002471,Google Cloud EMEA,cloud,37744.71,2025-12-10,2026-01-02,PO-48264,CC-129,kvarga,0,
INV-002472,Google Cloud EMEA,cloud,32837.06,2025-02-17,2025-03-04,PO-28893,CC-384,ldvorak,0,
INV-002473,Alza.cz a.s.,office_supply,500.0,2025-07-01,2025-07-31,PO-73151,CC-292,jnovak,0,
INV-002474,Makro Cash & Carry,catering,13710.12,2025-09-02,2025-09-25,PO-12218,CC-397,ldvorak,0,
INV-002475,ČEZ Distribuce a.s.,utilities,34783.97,2025-12-02,2025-12-25,PO-90637,CC-142,ldvorak,0,
INV-002476,AWS EMEA SARL,cloud,41078.58,2025-03-07,2025-03-29,PO-55775,CC-142,ldvorak,0,
INV-002477,ČEZ Distribuce a.s.,utilities,38939.12,2025-05-16,2025-06-08,PO-56155,CC-113,kvarga,0,
INV-002478,ČEZ Distribuce a.s.,utilities,45810.51,2025-10-15,2025-11-07,PO-70756,CC-288,jnovak,0,
INV-002479,ČSA a.s.,travel,19229.14,2025-11-07,2025-12-04,PO-23969,CC-115,ldvorak,0,
INV-002480,Makro Cash & Carry,catering,7601.15,2025-01-07,2025-02-07,PO-63418,CC-228,ldvorak,0,
INV-002481,O2 Czech Republic,telecom,14782.41,2025-11-07,2025-11-24,PO-79975,CC-118,tklimes,0,
INV-002482,Havel & Partners,legal,34416.56,2025-07-16,2025-08-20,PO-49840,CC-382,ldvorak,0,
INV-002483,Red Hat Czech s.r.o.,software,75247.72,2025-04-15,2025-05-19,PO-26353,CC-287,ldvorak,0,
INV-002484,PwC Česká republika,consulting,250088.32,2025-03-14,2025-04-03,,CC-373,msrnec,1,missing_po
INV-002485,Google Cloud EMEA,cloud,33487.5,2025-12-29,2026-02-03,PO-36867,CC-148,msrnec,0,
INV-002486,Deloitte Advisory s.r.o.,consulting,78662.88,2025-03-26,2025-04-21,PO-77929,CC-127,kvarga,0,
INV-002487,PPL CZ s.r.o.,logistics,5922.45,2025-10-20,2025-11-12,PO-84010,CC-118,ldvorak,0,
INV-002488,DHL Express,logistics,10314.98,2025-09-11,2025-10-23,PO-81877,CC-371,tklimes,0,
INV-002489,AWS EMEA SARL,cloud,40218.34,2025-07-29,2025-08-12,PO-97471,CC-221,ldvorak,0,
INV-002490,ČSA a.s.,travel,36157.85,2025-10-24,2025-12-02,PO-16596,CC-106,kvarga,0,
INV-002491,Manpower Group s.r.o.,hr_services,142625.69,2025-06-11,2025-07-09,,CC-366,ldvorak,0,
INV-002492,Booking.com,travel,7201.9,2025-12-12,2026-01-03,PO-29613,CC-133,kvarga,0,
INV-002493,PPL CZ s.r.o.,logistics,7293.91,2025-09-30,2025-10-29,PO-11748,CC-331,msrnec,0,
INV-002494,PwC Česká republika,consulting,81193.77,2025-10-03,2025-11-05,PO-30047,CC-160,jnovak,0,
INV-002495,T-Mobile Czech Republic,telecom,10607.08,2025-06-13,2025-07-04,PO-36561,CC-242,jnovak,0,
